state,date,cases,deaths
Florida,2020-04-23,29648,987
Florida,2020-04-24,30533,1046
Florida,2020-04-25,30839,1055
Florida,2020-04-26,31532,1075
Florida,2020-04-27,32138,1088
Florida,2020-04-28,32848,1171
Florida,2020-04-29,33193,1218
Florida,2020-04-30,33690,1268
Florida,2020-05-01,34728,1314
Florida,2020-05-02,35463,1364
Florida,2020-05-03,36078,1379
Florida,2020-05-04,36897,1399
Florida,2020-05-05,37439,1471
Florida,2020-05-06,38002,1539
Florida,2020-05-07,38828,1600
Florida,2020-05-08,39199,1669
Florida,2020-05-09,40001,1715
Florida,2020-05-10,40596,1721
Florida,2020-05-11,40982,1735
Florida,2020-05-12,41923,1779
Florida,2020-05-13,42402,1827
Florida,2020-05-14,43210,1875
Florida,2020-05-15,44138,1917
Florida,2020-05-16,44811,1964
Florida,2020-05-17,45588,1973
Florida,2020-05-18,46442,1997
Florida,2020-05-19,46944,2052
Florida,2020-05-20,47471,2096
Florida,2020-05-21,48675,2144
Florida,2020-05-22,49451,2190
Florida,2020-05-23,50127,2233
Florida,2020-05-24,50867,2237
Florida,2020-05-25,51746,2252
Florida,2020-05-26,52255,2259
Florida,2020-05-27,52634,2319
Florida,2020-05-28,53285,2364
Florida,2020-05-29,54497,2413
Florida,2020-05-30,55424,2447
Florida,2020-05-31,56163,2451
Florida,2020-06-01,56830,2460
Florida,2020-06-02,57447,2530
Florida,2020-06-03,58764,2566
Florida,2020-06-04,60183,2607
Florida,2020-06-05,61488,2660
Florida,2020-06-06,62758,2688
Florida,2020-06-07,63938,2700
Florida,2020-06-08,64904,2712
Florida,2020-06-09,66000,2765
Florida,2020-06-10,67371,2801
Florida,2020-06-11,69069,2848
Florida,2020-06-12,70971,2877
Florida,2020-06-13,73552,2925
Florida,2020-06-14,75568,2931
Florida,2020-06-15,77326,2938
Florida,2020-06-16,80109,2993
Florida,2020-06-17,82719,3018
Florida,2020-06-18,85926,3061
Florida,2020-06-19,89748,3104
Florida,2020-06-20,93797,3144
Florida,2020-06-21,97291,3161
Florida,2020-06-22,100217,3173
Florida,2020-06-23,103503,3238
Florida,2020-06-24,109014,3281
Florida,2020-06-25,114018,3327
Florida,2020-06-26,122960,3366
Florida,2020-06-27,132545,3390
Florida,2020-06-28,141075,3419
Florida,2020-06-29,146341,3447
Florida,2020-06-30,152434,3505
Florida,2020-07-01,158997,3550
Florida,2020-07-02,169106,3617
Florida,2020-07-03,178594,3684
Florida,2020-07-04,190052,3702
Florida,2020-07-05,200111,3731
Georgia,2020-03-08,5,0
Georgia,2020-03-09,10,0
Georgia,2020-03-10,17,0
Georgia,2020-03-11,23,0
Georgia,2020-03-12,31,1
Georgia,2020-03-13,42,1
Georgia,2020-03-14,73,1
Georgia,2020-03-15,99,1
Georgia,2020-03-16,121,1
Georgia,2020-03-17,146,1
Georgia,2020-03-18,197,3
Georgia,2020-03-19,287,10
Georgia,2020-03-20,485,14
Georgia,2020-03-21,555,20
Georgia,2020-03-22,621,25
Georgia,2020-03-23,772,25
Georgia,2020-03-24,1026,32
Georgia,2020-03-25,1247,40
Georgia,2020-03-26,1525,48
Georgia,2020-03-27,2000,64
Georgia,2020-03-28,2366,69
Georgia,2020-03-29,2651,80
Georgia,2020-03-30,2808,87
Georgia,2020-03-31,3929,111
Georgia,2020-04-01,4638,139
Georgia,2020-04-02,5348,163
Georgia,2020-04-03,5831,184
Georgia,2020-04-04,6160,201
Georgia,2020-04-05,6647,211
Georgia,2020-04-06,7314,229
Georgia,2020-04-07,8822,329
Georgia,2020-04-08,9901,362
Georgia,2020-04-09,10566,379
Georgia,2020-04-10,11485,416
Georgia,2020-04-11,12159,429
Georgia,2020-04-12,12452,433
Georgia,2020-04-13,13315,465
Georgia,2020-04-14,14578,525
Georgia,2020-04-15,14987,552
Georgia,2020-04-16,15669,587
Georgia,2020-04-17,17194,650
Georgia,2020-04-18,17669,673
Georgia,2020-04-19,18301,687
Georgia,2020-04-20,19407,775
Georgia,2020-04-21,19881,798
Georgia,2020-04-22,21214,848
Georgia,2020-04-23,21883,881
Georgia,2020-04-24,22491,899
Georgia,2020-04-25,23222,907
Georgia,2020-04-26,23486,916
Georgia,2020-04-27,24302,995
Georgia,2020-04-28,24922,1036
Georgia,2020-04-29,25775,1101
Georgia,2020-04-30,26264,1132
Georgia,2020-05-01,27489,1169
Georgia,2020-05-02,28331,1177
Georgia,2020-05-03,28665,1184
Georgia,2020-05-04,29451,1246
Georgia,2020-05-05,29998,1299
Georgia,2020-05-06,30743,1327
Georgia,2020-05-07,31618,1355
Georgia,2020-05-08,32181,1400
Georgia,2020-05-09,32588,1403
Georgia,2020-05-10,33580,1406
Georgia,2020-05-11,34002,1444
Georgia,2020-05-12,34924,1498
Georgia,2020-05-13,35427,1517
Georgia,2020-05-14,35977,1545
Georgia,2020-05-15,36772,1588
Georgia,2020-05-16,37212,1598
Georgia,2020-05-17,37579,1610
Georgia,2020-05-18,38283,1649
Georgia,2020-05-19,38855,1675
Georgia,2020-05-20,39801,1697
Georgia,2020-05-21,40663,1775
Georgia,2020-05-22,41482,1808
Georgia,2020-05-23,42242,1822
Georgia,2020-05-24,42902,1827
Georgia,2020-05-25,43400,1848
Georgia,2020-05-26,43983,1896
Georgia,2020-05-27,44638,1933
Georgia,2020-05-28,45266,1973
Georgia,2020-05-29,45881,1987
Georgia,2020-05-30,46331,2004
Georgia,2020-05-31,47063,2053
Georgia,2020-06-01,47902,2094
Georgia,2020-06-02,48207,2102
Georgia,2020-06-03,48894,2123
Georgia,2020-06-04,49859,2149
Georgia,2020-06-05,50621,2174
Georgia,2020-06-06,51359,2178
Georgia,2020-06-07,51898,2180
Georgia,2020-06-08,52497,2208
Georgia,2020-06-09,53249,2285
Georgia,2020-06-10,53980,2329
Georgia,2020-06-11,54973,2375
Georgia,2020-06-12,55783,2418
Georgia,2020-06-13,56804,2447
Georgia,2020-06-14,57681,2451
Georgia,2020-06-15,58414,2494
Georgia,2020-06-16,59078,2529
Georgia,2020-06-17,60030,2575
Georgia,2020-06-18,60912,2605
Georgia,2020-06-19,62009,2636
Georgia,2020-06-20,63809,2642
Georgia,2020-06-21,64701,2643
Georgia,2020-06-22,65928,2648
Georgia,2020-06-23,67810,2695
Georgia,2020-06-24,69381,2698
Georgia,2020-06-25,71095,2745
Georgia,2020-06-26,72995,2770
Georgia,2020-06-27,74985,2776
Georgia,2020-06-28,77210,2778
Georgia,2020-06-29,79417,2784
Georgia,2020-06-30,81291,2805
Georgia,2020-07-01,84242,2827
Georgia,2020-07-02,87709,2849
Georgia,2020-07-03,90493,2857
Georgia,2020-07-04,93319,2857
Georgia,2020-07-05,95516,2860
Hawaii,2020-03-08,1,0
Hawaii,2020-03-09,1,0
Hawaii,2020-03-10,3,0
Hawaii,2020-03-11,2,0
Hawaii,2020-03-12,2,0
Hawaii,2020-03-13,2,0
Hawaii,2020-03-14,4,0
Hawaii,2020-03-15,6,0
Hawaii,2020-03-16,8,0
Hawaii,2020-03-17,10,0
Hawaii,2020-03-18,15,0
Hawaii,2020-03-19,25,0
Hawaii,2020-03-20,36,0
Hawaii,2020-03-21,36,0
Hawaii,2020-03-22,53,0
Hawaii,2020-03-23,56,0
Hawaii,2020-03-24,90,1
Hawaii,2020-03-25,91,0
Hawaii,2020-03-26,95,0
Hawaii,2020-03-27,106,0
Hawaii,2020-03-28,149,0
Hawaii,2020-03-29,149,0
Hawaii,2020-03-30,175,0
Hawaii,2020-03-31,204,0
Hawaii,2020-04-01,224,1
Hawaii,2020-04-02,256,1
Hawaii,2020-04-03,319,3
Hawaii,2020-04-04,351,3
Hawaii,2020-04-05,371,4
Hawaii,2020-04-06,387,5
Hawaii,2020-04-07,410,5
Hawaii,2020-04-08,410,5
Hawaii,2020-04-09,442,6
Hawaii,2020-04-10,442,6
Hawaii,2020-04-11,465,8
Hawaii,2020-04-12,499,9
Hawaii,2020-04-13,504,9
Hawaii,2020-04-14,511,9
Hawaii,2020-04-15,524,9
Hawaii,2020-04-16,530,9
Hawaii,2020-04-17,541,9
Hawaii,2020-04-18,574,9
Hawaii,2020-04-19,580,10
Hawaii,2020-04-20,584,10
Hawaii,2020-04-21,586,10
Hawaii,2020-04-22,592,12
Hawaii,2020-04-23,596,12
Hawaii,2020-04-24,601,13
Hawaii,2020-04-25,605,13
Hawaii,2020-04-26,606,14
Hawaii,2020-04-27,607,16
Hawaii,2020-04-28,609,16
Hawaii,2020-04-29,613,16
Hawaii,2020-04-30,618,16
Hawaii,2020-05-01,619,16
Hawaii,2020-05-02,620,16
Hawaii,2020-05-03,620,17
Hawaii,2020-05-04,621,17
Hawaii,2020-05-05,625,17
Hawaii,2020-05-06,626,17
Hawaii,2020-05-07,629,17
Hawaii,2020-05-08,629,17
Hawaii,2020-05-09,631,17
Hawaii,2020-05-10,632,17
Hawaii,2020-05-11,634,17
Hawaii,2020-05-12,635,17
Hawaii,2020-05-13,638,17
Hawaii,2020-05-14,637,17
Hawaii,2020-05-15,638,17
Hawaii,2020-05-16,639,17
Hawaii,2020-05-17,640,17
Hawaii,2020-05-18,640,17
Hawaii,2020-05-19,641,17
Hawaii,2020-05-20,643,17
Hawaii,2020-05-21,647,17
Hawaii,2020-05-22,642,17
Hawaii,2020-05-23,643,17
Hawaii,2020-05-24,643,17
Hawaii,2020-05-25,643,17
Hawaii,2020-05-26,643,17
Hawaii,2020-05-27,644,17
Hawaii,2020-05-28,647,17
Hawaii,2020-05-29,649,17
Hawaii,2020-05-30,651,17
Hawaii,2020-05-31,652,17
Hawaii,2020-06-01,652,17
Hawaii,2020-06-02,653,17
Hawaii,2020-06-03,653,17
Hawaii,2020-06-04,655,17
Hawaii,2020-06-05,664,17
Hawaii,2020-06-06,673,17
Hawaii,2020-06-07,675,17
Hawaii,2020-06-08,676,17
Hawaii,2020-06-09,682,17
Hawaii,2020-06-10,685,17
Hawaii,2020-06-11,692,17
Hawaii,2020-06-12,706,17
Hawaii,2020-06-13,723,17
Hawaii,2020-06-14,728,17
Hawaii,2020-06-15,736,17
Hawaii,2020-06-16,736,17
Hawaii,2020-06-17,744,17
Hawaii,2020-06-18,762,17
Hawaii,2020-06-19,789,17
Hawaii,2020-06-20,789,17
Hawaii,2020-06-21,814,17
Hawaii,2020-06-22,816,17
Hawaii,2020-06-23,819,17
Hawaii,2020-06-24,835,17
Hawaii,2020-06-25,851,17
Hawaii,2020-06-26,866,17
Hawaii,2020-06-27,872,18
Hawaii,2020-06-28,899,18
Hawaii,2020-06-29,900,18
Hawaii,2020-06-30,917,18
Hawaii,2020-07-01,926,18
Hawaii,2020-07-02,946,18
Hawaii,2020-07-03,975,19
Hawaii,2020-07-04,999,19
Hawaii,2020-07-05,1023,19
Idaho,2020-03-08,0,0
Idaho,2020-03-09,0,0
Idaho,2020-03-10,0,0
Idaho,2020-03-11,0,0
Idaho,2020-03-12,0,0
Idaho,2020-03-13,1,0
Idaho,2020-03-14,2,0
Idaho,2020-03-15,4,0
Idaho,2020-03-16,4,0
Idaho,2020-03-17,8,0
Idaho,2020-03-18,9,0
Idaho,2020-03-19,23,0
Idaho,2020-03-20,36,0
Idaho,2020-03-21,42,0
Idaho,2020-03-22,42,0
Idaho,2020-03-23,68,0
Idaho,2020-03-24,81,0
Idaho,2020-03-25,91,0
Idaho,2020-03-26,146,3
Idaho,2020-03-27,205,3
Idaho,2020-03-28,234,4
Idaho,2020-03-29,281,5
Idaho,2020-03-30,340,6
Idaho,2020-03-31,515,8
Idaho,2020-04-01,566,9
Idaho,2020-04-02,776,9
Idaho,2020-04-03,891,9
Idaho,2020-04-04,1022,10
Idaho,2020-04-05,1078,10
Idaho,2020-04-06,1101,10
Idaho,2020-04-07,1170,13
Idaho,2020-04-08,1210,15
Idaho,2020-04-09,1232,18
Idaho,2020-04-10,1354,24
Idaho,2020-04-11,1396,25
Idaho,2020-04-12,1407,27
Idaho,2020-04-13,1426,27
Idaho,2020-04-14,1464,33
Idaho,2020-04-15,1473,39
Idaho,2020-04-16,1587,41
Idaho,2020-04-17,1609,41
Idaho,2020-04-18,1655,43
Idaho,2020-04-19,1668,44
Idaho,2020-04-20,1672,45
Idaho,2020-04-21,1736,48
Idaho,2020-04-22,1766,51
Idaho,2020-04-23,1836,54
Idaho,2020-04-24,1870,54
Idaho,2020-04-25,1887,56
Idaho,2020-04-26,1897,56
Idaho,2020-04-27,1897,56
Idaho,2020-04-28,1952,60
Idaho,2020-04-29,1952,60
Idaho,2020-04-30,1984,60
Idaho,2020-05-01,2015,63
Idaho,2020-05-02,2061,64
Idaho,2020-05-03,2061,64
Idaho,2020-05-04,2106,64
Idaho,2020-05-05,2127,65
Idaho,2020-05-06,2158,66
Idaho,2020-05-07,2178,67
Idaho,2020-05-08,2178,67
Idaho,2020-05-09,2205,67
Idaho,2020-05-10,2230,67
Idaho,2020-05-11,2260,70
Idaho,2020-05-12,2293,69
Idaho,2020-05-13,2293,69
Idaho,2020-05-14,2351,72
Idaho,2020-05-15,2351,72
Idaho,2020-05-16,2419,73
Idaho,2020-05-17,2419,73
Idaho,2020-05-18,2455,74
Idaho,2020-05-19,2455,74
Idaho,2020-05-20,2506,77
Idaho,2020-05-21,2506,77
Idaho,2020-05-22,2595,79
Idaho,2020-05-23,2595,79
Idaho,2020-05-24,2626,79
Idaho,2020-05-25,2626,79
Idaho,2020-05-26,2626,79
Idaho,2020-05-27,2699,81
Idaho,2020-05-28,2770,82
Idaho,2020-05-29,2770,82
Idaho,2020-05-30,2803,82
Idaho,2020-05-31,2839,82
Idaho,2020-06-01,2839,82
Idaho,2020-06-02,2933,83
Idaho,2020-06-03,2933,83
Idaho,2020-06-04,2990,83
Idaho,2020-06-05,3111,83
Idaho,2020-06-06,3139,83
Idaho,2020-06-07,3139,83
Idaho,2020-06-08,3189,83
Idaho,2020-06-09,3221,85
Idaho,2020-06-10,3260,85
Idaho,2020-06-11,3260,85
Idaho,2020-06-12,3353,87
Idaho,2020-06-13,3353,87
Idaho,2020-06-14,3399,87
Idaho,2020-06-15,3399,87
Idaho,2020-06-16,3462,88
Idaho,2020-06-17,3632,88
Idaho,2020-06-18,3743,89
Idaho,2020-06-19,3871,89
Idaho,2020-06-20,4004,89
Idaho,2020-06-21,4006,89
Idaho,2020-06-22,4256,89
Idaho,2020-06-23,4254,89
Idaho,2020-06-24,4402,89
Idaho,2020-06-25,4865,90
Idaho,2020-06-26,4865,90
Idaho,2020-06-27,5322,91
Idaho,2020-06-28,5322,91
Idaho,2020-06-29,5752,91
Idaho,2020-06-30,6117,92
Idaho,2020-07-01,6370,92
Idaho,2020-07-02,6593,92
Idaho,2020-07-03,6994,93
Idaho,2020-07-04,7370,93
Idaho,2020-07-05,7733,93
Illinois,2020-03-08,7,0
Illinois,2020-03-09,7,0
Illinois,2020-03-10,12,0
Illinois,2020-03-11,25,0
Illinois,2020-03-12,32,0
Illinois,2020-03-13,46,0
Illinois,2020-03-14,64,0
Illinois,2020-03-15,66,0
Illinois,2020-03-16,83,0
Illinois,2020-03-17,161,1
Illinois,2020-03-18,272,1
Illinois,2020-03-19,422,4
Illinois,2020-03-20,585,5
Illinois,2020-03-21,753,6
Illinois,2020-03-22,1049,9
Illinois,2020-03-23,1285,12
Illinois,2020-03-24,1537,16
Illinois,2020-03-25,1865,19
Illinois,2020-03-26,2538,26
Illinois,2020-03-27,3024,34
Illinois,2020-03-28,3491,47
Illinois,2020-03-29,4596,66
Illinois,2020-03-30,5056,73
Illinois,2020-03-31,5994,99
Illinois,2020-04-01,6980,141
Illinois,2020-04-02,7695,163
Illinois,2020-04-03,8904,210
Illinois,2020-04-04,10357,244
Illinois,2020-04-05,11259,274
Illinois,2020-04-06,12262,307
Illinois,2020-04-07,13553,380
Illinois,2020-04-08,15078,462
Illinois,2020-04-09,16422,528
Illinois,2020-04-10,17887,597
Illinois,2020-04-11,19180,677
Illinois,2020-04-12,20852,720
Illinois,2020-04-13,22025,798
Illinois,2020-04-14,23248,868
Illinois,2020-04-15,24593,949
Illinois,2020-04-16,25734,1072
Illinois,2020-04-17,27578,1132
Illinois,2020-04-18,29160,1259
Illinois,2020-04-19,30357,1290
Illinois,2020-04-20,31513,1349
Illinois,2020-04-21,33059,1468
Illinois,2020-04-22,35107,1565
Illinois,2020-04-23,36937,1688
Illinois,2020-04-24,39658,1795
Illinois,2020-04-25,41777,1875
Illinois,2020-04-26,43903,1933
Illinois,2020-04-27,45883,1983
Illinois,2020-04-28,48102,2125
Illinois,2020-04-29,50358,2215
Illinois,2020-04-30,52918,2355
Illinois,2020-05-01,56055,2457
Illinois,2020-05-02,58505,2559
Illinois,2020-05-03,61499,2618
Illinois,2020-05-04,63777,2659
Illinois,2020-05-05,65889,2834
Illinois,2020-05-06,68232,2974
Illinois,2020-05-07,70871,3111
Illinois,2020-05-08,73760,3241
Illinois,2020-05-09,76085,3349
Illinois,2020-05-10,77741,3406
Illinois,2020-05-11,79007,3459
Illinois,2020-05-12,83021,3601
Illinois,2020-05-13,84694,3792
Illinois,2020-05-14,87937,3928
Illinois,2020-05-15,90369,4059
Illinois,2020-05-16,92457,4129
Illinois,2020-05-17,94191,4177
Illinois,2020-05-18,96485,4234
Illinois,2020-05-19,98030,4379
Illinois,2020-05-20,100418,4525
Illinois,2020-05-21,102688,4607
Illinois,2020-05-22,105444,4715
Illinois,2020-05-23,107796,4790
Illinois,2020-05-24,110304,4856
Illinois,2020-05-25,112017,4885
Illinois,2020-05-26,113195,4923
Illinois,2020-05-27,114306,5083
Illinois,2020-05-28,115833,5186
Illinois,2020-05-29,117455,5270
Illinois,2020-05-30,118917,5330
Illinois,2020-05-31,120260,5390
Illinois,2020-06-01,121234,5412
Illinois,2020-06-02,122848,5525
Illinois,2020-06-03,123830,5621
Illinois,2020-06-04,124759,5736
Illinois,2020-06-05,125915,5795
Illinois,2020-06-06,126890,5864
Illinois,2020-06-07,127757,5904
Illinois,2020-06-08,128415,5924
Illinois,2020-06-09,129212,6018
Illinois,2020-06-10,129837,6095
Illinois,2020-06-11,130603,6185
Illinois,2020-06-12,131198,6260
Illinois,2020-06-13,131871,6289
Illinois,2020-06-14,132543,6308
Illinois,2020-06-15,133016,6326
Illinois,2020-06-16,133639,6398
Illinois,2020-06-17,134185,6485
Illinois,2020-06-18,134778,6537
Illinois,2020-06-19,135470,6580
Illinois,2020-06-20,136104,6625
Illinois,2020-06-21,136762,6647
Illinois,2020-06-22,137224,6671
Illinois,2020-06-23,137825,6707
Illinois,2020-06-24,138540,6770
Illinois,2020-06-25,139434,6810
Illinois,2020-06-26,140291,6847
Illinois,2020-06-27,141077,6873
Illinois,2020-06-28,141723,6888
Illinois,2020-06-29,142461,6902
Illinois,2020-06-30,143185,6923
Illinois,2020-07-01,144013,6951
Illinois,2020-07-02,144882,6987
Illinois,2020-07-03,145750,7005
Illinois,2020-07-04,146612,7014
Illinois,2020-07-05,147251,7020
Indiana,2020-03-08,2,0
Indiana,2020-03-09,3,0
Indiana,2020-03-10,6,0
Indiana,2020-03-11,11,0
Indiana,2020-03-12,13,0
Indiana,2020-03-13,13,0
Indiana,2020-03-14,16,0
Indiana,2020-03-15,20,0
Indiana,2020-03-16,25,1
Indiana,2020-03-17,30,2
Indiana,2020-03-18,38,2
Indiana,2020-03-19,60,2
Indiana,2020-03-20,86,3
Indiana,2020-03-21,128,4
Indiana,2020-03-22,204,6
Indiana,2020-03-23,270,7
Indiana,2020-03-24,368,12
Indiana,2020-03-25,477,14
Indiana,2020-03-26,645,17
Indiana,2020-03-27,979,25
Indiana,2020-03-28,1233,31
Indiana,2020-03-29,1513,32
Indiana,2020-03-30,1786,35
Indiana,2020-03-31,2158,49
Indiana,2020-04-01,2564,65
Indiana,2020-04-02,3038,78
Indiana,2020-04-03,3437,102
Indiana,2020-04-04,3953,116
Indiana,2020-04-05,4411,127
Indiana,2020-04-06,4956,143
Indiana,2020-04-07,5510,173
Indiana,2020-04-08,5943,203
Indiana,2020-04-09,6351,245
Indiana,2020-04-10,6907,300
Indiana,2020-04-11,7435,330
Indiana,2020-04-12,7928,343
Indiana,2020-04-13,8359,350
Indiana,2020-04-14,8527,387
Indiana,2020-04-15,8960,436
Indiana,2020-04-16,9542,477
Indiana,2020-04-17,10154,522
Indiana,2020-04-18,10641,545
Indiana,2020-04-19,11211,562
Indiana,2020-04-20,11688,577
Indiana,2020-04-21,12097,635
Indiana,2020-04-22,12438,666
Indiana,2020-04-23,13039,706
Indiana,2020-04-24,13681,741
Indiana,2020-04-25,14399,786
Indiana,2020-04-26,15012,813
Indiana,2020-04-27,15961,844
Indiana,2020-04-28,16588,901
Indiana,2020-04-29,17182,964
Indiana,2020-04-30,17835,1114
Indiana,2020-05-01,18630,1175
Indiana,2020-05-02,19295,1115
Indiana,2020-05-03,19933,1132
Indiana,2020-05-04,20507,1151
Indiana,2020-05-05,21033,1211
Indiana,2020-05-06,21870,1377
Indiana,2020-05-07,22503,1414
Indiana,2020-05-08,23146,1447
Indiana,2020-05-09,23732,1490
Indiana,2020-05-10,24126,1508
Indiana,2020-05-11,24627,1540
Indiana,2020-05-12,25127,1578
Indiana,2020-05-13,25473,1619
Indiana,2020-05-14,26053,1646
Indiana,2020-05-15,26656,1691
Indiana,2020-05-16,27280,1741
Indiana,2020-05-17,27778,1751
Indiana,2020-05-18,28255,1765
Indiana,2020-05-19,28705,1824
Indiana,2020-05-20,29274,1864
Indiana,2020-05-21,29936,1913
Indiana,2020-05-22,30409,1941
Indiana,2020-05-23,30901,1964
Indiana,2020-05-24,31376,1976
Indiana,2020-05-25,31715,1984
Indiana,2020-05-26,32078,2004
Indiana,2020-05-27,32437,2030
Indiana,2020-05-28,33068,2068
Indiana,2020-05-29,33558,2110
Indiana,2020-05-30,34211,2125
Indiana,2020-05-31,34574,2134
Indiana,2020-06-01,34830,2143
Indiana,2020-06-02,35237,2197
Indiana,2020-06-03,35712,2207
Indiana,2020-06-04,36096,2231
Indiana,2020-06-05,36578,2258
Indiana,2020-06-06,36997,2292
Indiana,2020-06-07,37397,2303
Indiana,2020-06-08,37623,2316
Indiana,2020-06-09,38033,2339
Indiana,2020-06-10,38337,2355
Indiana,2020-06-11,38748,2380
Indiana,2020-06-12,39146,2396
Indiana,2020-06-13,39543,2413
Indiana,2020-06-14,39909,2422
Indiana,2020-06-15,40430,2433
Indiana,2020-06-16,40786,2447
Indiana,2020-06-17,41013,2475
Indiana,2020-06-18,41438,2491
Indiana,2020-06-19,41746,2516
Indiana,2020-06-20,42061,2536
Indiana,2020-06-21,42423,2540
Indiana,2020-06-22,42633,2553
Indiana,2020-06-23,42871,2569
Indiana,2020-06-24,43140,2578
Indiana,2020-06-25,43655,2586
Indiana,2020-06-26,44140,2595
Indiana,2020-06-27,44575,2616
Indiana,2020-06-28,44930,2619
Indiana,2020-06-29,45228,2624
Indiana,2020-06-30,45594,2640
Indiana,2020-07-01,45952,2650
Indiana,2020-07-02,46387,2662
Indiana,2020-07-03,46915,2681
Indiana,2020-07-04,47432,2687
Indiana,2020-07-05,48201,2693
Iowa,2020-03-08,0,0
Iowa,2020-03-09,3,0
Iowa,2020-03-10,8,0
Iowa,2020-03-11,13,0
Iowa,2020-03-12,14,0
Iowa,2020-03-13,17,0
Iowa,2020-03-14,17,0
Iowa,2020-03-15,18,0
Iowa,2020-03-16,23,0
Iowa,2020-03-17,23,0
Iowa,2020-03-18,38,0
Iowa,2020-03-19,44,0
Iowa,2020-03-20,45,0
Iowa,2020-03-21,69,0
Iowa,2020-03-22,90,0
Iowa,2020-03-23,105,0
Iowa,2020-03-24,124,0
Iowa,2020-03-25,146,1
Iowa,2020-03-26,179,1
Iowa,2020-03-27,235,3
Iowa,2020-03-28,298,3
Iowa,2020-03-29,336,4
Iowa,2020-03-30,424,6
Iowa,2020-03-31,497,7
Iowa,2020-04-01,547,9
Iowa,2020-04-02,614,11
Iowa,2020-04-03,699,11
Iowa,2020-04-04,787,14
Iowa,2020-04-05,869,18
Iowa,2020-04-06,946,25
Iowa,2020-04-07,1046,25
Iowa,2020-04-08,1145,27
Iowa,2020-04-09,1270,29
Iowa,2020-04-10,1388,31
Iowa,2020-04-11,1510,34
Iowa,2020-04-12,1587,41
Iowa,2020-04-13,1710,41
Iowa,2020-04-14,1899,49
Iowa,2020-04-15,1995,53
Iowa,2020-04-16,2141,60
Iowa,2020-04-17,2332,64
Iowa,2020-04-18,2513,74
Iowa,2020-04-19,2902,75
Iowa,2020-04-20,3159,79
Iowa,2020-04-21,3641,83
Iowa,2020-04-22,3748,90
Iowa,2020-04-23,3924,96
Iowa,2020-04-24,4445,107
Iowa,2020-04-25,5092,112
Iowa,2020-04-26,5476,118
Iowa,2020-04-27,5868,127
Iowa,2020-04-28,6376,136
Iowa,2020-04-29,6843,148
Iowa,2020-04-30,7145,162
Iowa,2020-05-01,7884,170
Iowa,2020-05-02,8643,175
Iowa,2020-05-03,9175,184
Iowa,2020-05-04,9703,188
Iowa,2020-05-05,10111,207
Iowa,2020-05-06,10404,219
Iowa,2020-05-07,11059,231
Iowa,2020-05-08,11457,243
Iowa,2020-05-09,11671,252
Iowa,2020-05-10,11959,265
Iowa,2020-05-11,12373,271
Iowa,2020-05-12,12912,289
Iowa,2020-05-13,13289,306
Iowa,2020-05-14,13675,318
Iowa,2020-05-15,14049,336
Iowa,2020-05-16,14328,346
Iowa,2020-05-17,14651,351
Iowa,2020-05-18,14955,355
Iowa,2020-05-19,15296,367
Iowa,2020-05-20,15620,393
Iowa,2020-05-21,16170,410
Iowa,2020-05-22,16492,424
Iowa,2020-05-23,16898,446
Iowa,2020-05-24,17251,456
Iowa,2020-05-25,17557,456
Iowa,2020-05-26,17703,477
Iowa,2020-05-27,18369,496
Iowa,2020-05-28,18586,506
Iowa,2020-05-29,18957,524
Iowa,2020-05-30,19244,531
Iowa,2020-05-31,19552,535
Iowa,2020-06-01,19699,555
Iowa,2020-06-02,20019,561
Iowa,2020-06-03,20300,574
Iowa,2020-06-04,20806,583
Iowa,2020-06-05,21154,593
Iowa,2020-06-06,21478,599
Iowa,2020-06-07,21712,605
Iowa,2020-06-08,22007,617
Iowa,2020-06-09,22237,626
Iowa,2020-06-10,22626,631
Iowa,2020-06-11,22973,640
Iowa,2020-06-12,23350,644
Iowa,2020-06-13,23717,650
Iowa,2020-06-14,23926,652
Iowa,2020-06-15,24082,658
Iowa,2020-06-16,24179,665
Iowa,2020-06-17,24460,675
Iowa,2020-06-18,24861,680
Iowa,2020-06-19,25274,681
Iowa,2020-06-20,25496,681
Iowa,2020-06-21,25963,686
Iowa,2020-06-22,26146,686
Iowa,2020-06-23,26469,689
Iowa,2020-06-24,26601,690
Iowa,2020-06-25,27373,696
Iowa,2020-06-26,27717,704
Iowa,2020-06-27,28073,704
Iowa,2020-06-28,28520,706
Iowa,2020-06-29,28845,711
Iowa,2020-06-30,29074,716
Iowa,2020-07-01,29514,717
Iowa,2020-07-02,30259,719
Iowa,2020-07-03,30463,721
Iowa,2020-07-04,31061,721
Iowa,2020-07-05,31517,721
Kansas,2020-03-08,1,0
Kansas,2020-03-09,1,0
Kansas,2020-03-10,1,0
Kansas,2020-03-11,1,0
Kansas,2020-03-12,4,0
Kansas,2020-03-13,6,1
Kansas,2020-03-14,8,1
Kansas,2020-03-15,8,1
Kansas,2020-03-16,11,1
Kansas,2020-03-17,18,1
Kansas,2020-03-18,22,1
Kansas,2020-03-19,35,1
Kansas,2020-03-20,48,1
Kansas,2020-03-21,57,2
Kansas,2020-03-22,65,2
Kansas,2020-03-23,84,2
Kansas,2020-03-24,100,2
Kansas,2020-03-25,134,3
Kansas,2020-03-26,172,3
Kansas,2020-03-27,206,4
Kansas,2020-03-28,266,4
Kansas,2020-03-29,330,7
Kansas,2020-03-30,372,8
